CpGs,Monocytes90_Breast10,Adipo60Kidney30Prost10,Eryth50Lung25GI25
cg19323951,0.026830000000000003,0.03144,0.06075
cg01172640,0.03231,0.07447000000000001,0.0485
cg18097224,0.01162,0.02311,0.01175
cg11485451,0.013720000000000001,0.026550000000000004,0.016175000000000002
cg17487170,0.25357,0.24383,0.206325
cg13046271,0.07693,0.08871000000000001,0.062475
cg24799921,0.00662,0.01535,0.01685
cg23085343,0.021450000000000004,0.05107,0.01035
cg13496979,0.02244,0.10248,0.024050000000000002
cg06046430,0.01469,0.035719999999999995,0.02945
cg03477792,0.05104,0.08020000000000001,0.0466
cg26792755,0.01745,0.032369999999999996,0.01615
cg06706894,0.046439999999999995,0.08249,0.029274999999999995
cg18110444,0.00317,0.0955,0.037225
cg19291355,0.02288,0.056679999999999994,0.023875
cg04911280,0.03536,0.08229,0.042425
cg05917988,0.09358000000000001,0.14245,0.10395000000000001
cg14362630,0.04379,0.19659000000000001,0.038400000000000004
cg03062002,0.00449,0.021949999999999997,0.010675
cg02473600,0.01669,0.16638,0.0289
cg01978368,0.03894,0.11118999999999998,0.03165
cg08482682,0.01388,0.025459999999999997,0.01645
cg05848863,0.01407,0.11148999999999999,0.013900000000000001
cg05855588,0.01366,0.05072999999999999,0.012725
cg18040901,0.05185,0.19994,0.024775000000000002
cg07466807,0.01922,0.08857,0.030575
cg14071579,0.01731,0.03822,0.0347
cg16479539,0.05428,0.09301,0.047875
cg02376703,0.01411,0.04395999999999999,0.007775000000000001
cg06161630,0.06589,0.08885000000000001,0.053500000000000006
cg27426220,0.06717,0.12007999999999999,0.058775
cg18569335,0.02869,0.07157,0.041675000000000004
cg04368796,0.01313,0.04512,0.021775
cg06974755,0.011850000000000001,0.03874,0.005475000000000001
cg10383447,0.0088,0.0979,0.023725000000000003
cg08645670,0.04104000000000001,0.02882,0.031149999999999997
cg23929284,0.02996,0.2201,0.043274999999999994
cg14162940,0.10943,0.37494999999999995,0.10250000000000001
cg00401091,0.04014,0.07326,0.0246
cg11086066,0.08071,0.13537,0.078825
cg02618300,0.01828,0.036,0.0297
cg09385093,0.056650000000000006,0.25872999999999996,0.0215
cg09508531,0.022949999999999998,0.06880000000000001,0.0339
cg10480584,0.07672000000000001,0.10777,0.071375
cg24842260,0.03554,0.21256999999999998,0.028749999999999998
cg15141467,0.02057,0.19448000000000001,0.021124999999999998
cg00585901,0.025370000000000004,0.24033,0.03195
cg07644571,0.04292,0.02609,0.028225
cg24554061,0.01376,0.057620000000000005,0.0185
cg26590411,0.009899999999999999,0.013219999999999999,0.008725
cg09074743,0.05101,0.06232,0.03875
cg11009335,0.00726,0.028069999999999998,0.012725
cg25492645,0.06547,0.0922,0.061524999999999996
cg05852040,0.016900000000000002,0.08105,0.029325
cg13233461,0.06394,0.14827,0.038275
cg17959327,0.05407,0.14078000000000002,0.038075
cg21707187,0.024980000000000002,0.10216,0.062299999999999994
cg14093715,0.03753,0.07537,0.028650000000000002
cg03035213,0.08004000000000001,0.029949999999999997,0.0163
cg26809635,0.03202,0.14862,0.04235
cg09176256,0.01824,0.13119,0.014375
cg04521510,0.04132,0.15403,0.03225
cg10979436,0.0369,0.11928999999999998,0.028575000000000003
cg05600350,0.02119,0.046349999999999995,0.020225
cg07215504,0.05045000000000001,0.060289999999999996,0.01885
cg26094299,0.01417,0.03279,0.032825
cg15920654,0.034670000000000006,0.11578,0.042550000000000004
cg17518931,0.04336,0.15916,0.0871
cg13761440,0.05604,0.10594,0.09415000000000001
cg09601912,0.10739000000000001,0.19448,0.05505
cg19612309,0.021130000000000003,0.056139999999999995,0.024175000000000002
cg04894705,0.056870000000000004,0.05961,0.0572
cg20161976,0.02939,0.07933,0.02935
cg19291355,0.02288,0.056679999999999994,0.023875
cg04911280,0.03536,0.08229,0.042425
cg05917988,0.09358000000000001,0.14245,0.10395000000000001
cg05207834,0.02848,0.05144,0.024999999999999998
cg16833452,0.06455999999999999,0.08357999999999999,0.06565
cg13352750,0.060270000000000004,0.21092999999999995,0.051500000000000004
cg24446586,0.08891,0.2579,0.210425
cg15916646,0.19445,0.32184999999999997,0.25165
cg10767141,0.11008,0.25534,0.11835
cg04521510,0.04132,0.15403,0.03225
cg10979436,0.0369,0.11928999999999998,0.028575000000000003
cg06046430,0.01469,0.035719999999999995,0.02945
cg03477792,0.05104,0.08020000000000001,0.0466
cg10548492,0.05629000000000001,0.05618000000000001,0.0452
cg09973284,0.05544,0.16569999999999996,0.04395
cg15697476,0.06146000000000001,0.19457000000000002,0.057075
cg09996288,0.01374,0.07633000000000001,0.007825
cg17001689,0.02457,0.08535000000000001,0.022449999999999998
cg02740950,0.10596,0.2676,0.10247500000000001
cg21698185,0.026660000000000003,0.017329999999999998,0.034025
cg15550435,0.039889999999999995,0.07127,0.036250000000000004
cg02387326,0.07321,0.11209999999999999,0.072725
cg26958524,0.06628,0.16181,0.06357499999999999
cg11165158,0.08258,0.13618999999999998,0.0839
cg14609025,0.01692,0.17343999999999998,0.016649999999999998
cg05401764,0.015210000000000001,0.10351,0.006575
cg26990102,0.07269,0.26758,0.04185
cg27182106,0.020030000000000003,0.034839999999999996,0.03105
cg08382235,0.04709,0.40006,0.13445000000000001
cg05472468,0.030330000000000003,0.14956,0.07045
cg01490094,0.06868,0.22826,0.11415
cg22747076,0.0519,0.5167200000000001,0.01765
cg11104418,0.010570000000000001,0.03639,0.013975
cg23166970,0.03088,0.05059000000000001,0.0493
cg03344955,0.04601,0.07619,0.07452500000000001
cg18351406,0.07038,0.19219999999999998,0.09179999999999999
cg25916282,0.08749000000000001,0.70114,0.049350000000000005
cg18944451,0.12273,0.60963,0.11415
cg14204784,0.10288,0.20887999999999998,0.05635
cg15141467,0.02057,0.19448000000000001,0.021124999999999998
cg00585901,0.025370000000000004,0.24033,0.03195
cg10072309,0.01988,0.08942,0.030775000000000004
cg01697719,0.052410000000000005,0.4651,0.151575
cg16879247,0.035570000000000004,0.07814000000000002,0.0405
cg13506653,0.00969,0.07621,0.00625
cg21905630,0.05474,0.13588,0.055825
cg21434530,0.07319,0.18494,0.031625
cg24685134,0.02853,0.30419999999999997,0.059525
cg04871778,0.06932,0.23494999999999996,0.08562499999999999
cg14063191,0.05260000000000001,0.08093999999999998,0.053575
cg14914822,0.0432,0.16587000000000002,0.028175
cg14836636,0.0381,0.06269000000000001,0.027174999999999998
cg26956371,0.02367,0.03563,0.028725
cg00862376,0.10021,0.12788,0.062275
cg05951084,0.13046,0.19923,0.07675
cg08522676,0.13614,0.22227,0.09955
cg14377596,0.02718,0.23744999999999997,0.050875
cg10102418,0.04859,0.06233,0.0563
cg27509306,0.05918,0.07901,0.06465
cg05458052,0.0835,0.235,0.05085
cg00588920,0.034140000000000004,0.15422999999999998,0.065625
cg19818998,0.03214,0.0817,0.029725
cg12426196,0.054150000000000004,0.49366000000000004,0.054675
cg13906823,0.06733,0.55053,0.06785
cg24161057,0.04597,0.51209,0.0603
cg23156348,0.04048,0.10592,0.04932500000000001
cg08811314,0.06687000000000001,0.10243,0.073875
cg19807376,0.08174000000000001,0.10557,0.030675
cg21460606,0.03306,0.14217999999999997,0.01765
cg26997880,0.17593999999999999,0.17975000000000002,0.121425
cg11823230,0.09860000000000001,0.2145,0.104075
cg05483184,0.08422,0.23249999999999998,0.08115
cg10515048,0.02546,0.05635999999999999,0.0298
cg12378888,0.0419,0.23114,0.014675
cg12855166,0.00545,0.004529999999999999,0.005725000000000001
cg07602980,0.008589999999999999,0.002,0.0035250000000000004
cg15472784,0.00373,0.00809,0.008675
cg25823419,0.0033,0.0014099999999999998,0.0012499999999999998
cg09130077,0.01847,0.03032,0.01615
cg11090364,0.0152,0.01277,0.007425000000000001
cg18479972,0.09282,0.09028,0.08545
cg05064297,0.00285,0.00822,0.007175
cg21915647,0.0207,0.01348,0.010225
cg08063125,0.00744,0.00454,0.00805
cg24626312,0.00347,0.007,0.017125
cg10153335,0.03344,0.02873,0.043375
cg02293936,0.051620000000000006,0.05329,0.048975
cg18780412,0.0095,0.00876,0.016774999999999998
cg13668618,0.01012,0.017689999999999997,0.014225
cg12961842,0.01229,0.008839999999999999,0.0136
cg11788523,0.15179,0.08812,0.13142500000000001
cg21444693,0.13615000000000002,0.08669999999999999,0.10947499999999999
cg15060012,0.12871,0.08749,0.10565
cg02147695,0.015229999999999999,0.00738,0.007925
cg07035515,0.0314,0.01002,0.020375
cg09152886,0.01146,0.01137,0.0075250000000000004
cg25717994,0.03063,0.029419999999999998,0.024
cg23494140,0.013870000000000002,0.00831,0.006325000000000001
cg21087137,0.00881,0.036559999999999995,0.011224999999999999
cg24234651,0.013170000000000001,0.04195,0.016925000000000003
cg02818811,0.0067,0.01139,0.006200000000000001
cg08873805,0.01548,0.004849999999999999,0.016425000000000002
cg01145430,0.01402,0.00403,0.0060750000000000005
cg11431346,0.047909999999999994,0.04921,0.041124999999999995
cg04932544,0.009450000000000002,0.00392,0.014150000000000001
cg02401399,0.010110000000000001,0.021240000000000002,0.0126
cg20973720,0.01438,0.00206,0.0076500000000000005
cg11623922,0.00974,0.013300000000000001,0.016975
cg17438737,0.08411,0.08302,0.077725
cg24799187,0.07619000000000001,0.08961000000000001,0.07642499999999999
cg18578405,0.00686,0.0064399999999999995,0.013075
cg04557544,0.010440000000000001,0.00758,0.0182
cg02810156,0.01115,0.00294,0.009725
cg01638592,0.009699999999999999,0.00329,0.010974999999999999
cg04342092,0.011120000000000001,0.00818,0.006775
cg00800512,0.07668,0.08686999999999999,0.11850000000000001
cg02653557,0.06555000000000001,0.06289999999999998,0.07289999999999999
cg18435449,0.08269,0.09222999999999999,0.08737500000000001
cg02300154,0.008539999999999999,0.00439,0.0152
cg01366419,0.06894,0.06984,0.0795
cg23867997,0.012240000000000001,0.00889,0.012375
cg22310279,0.038270000000000005,0.036629999999999996,0.031349999999999996
cg24236409,0.011710000000000002,0.00776,0.007025
cg19650157,0.06623000000000001,0.06501,0.050375
cg10016380,0.05394,0.05208,0.040825
cg12602112,0.06004,0.06922,0.04675000000000001
cg13434989,0.03613,0.03585000000000001,0.02925
cg10088041,0.01097,0.03461,0.0212
cg25908973,0.008470000000000002,0.030000000000000006,0.025775
cg00645339,0.00838,0.02366,0.0171
cg15241920,0.01305,0.0049299999999999995,0.008875000000000001
cg24757310,0.00861,0.025449999999999997,0.04255
cg18158151,0.05089,0.04642,0.04445
cg18577280,0.0034999999999999996,0.00406,0.006
cg00720475,0.01506,0.00992,0.009325
cg06873316,0.04068,0.01591,0.0375
cg14749465,0.005040000000000001,0.008969999999999999,0.010725
cg15836635,0.0048400000000000006,0.00537,0.010475
cg03405515,0.0084,0.00745,0.010100000000000001
cg12060744,0.14010999999999998,0.11986,0.09692500000000001
cg18579862,0.005180000000000001,0.00425,0.016825
cg01046104,0.07547,0.08002000000000001,0.09625
cg18578405,0.00686,0.0064399999999999995,0.013075
cg04557544,0.010440000000000001,0.00758,0.0182
cg02147695,0.015229999999999999,0.00738,0.007925
cg07035515,0.0314,0.01002,0.020375
cg09152886,0.01146,0.01137,0.0075250000000000004
cg25717994,0.03063,0.029419999999999998,0.024
cg23494140,0.013870000000000002,0.00831,0.006325000000000001
cg17353354,0.01005,0.00236,0.009725000000000001
cg25222014,0.00361,0.00359,0.010075
cg18565342,0.11586,0.13162,0.1354
cg13668618,0.01012,0.017689999999999997,0.014225
cg12961842,0.01229,0.008839999999999999,0.0136
cg11788523,0.15179,0.08812,0.13142500000000001
cg21444693,0.13615000000000002,0.08669999999999999,0.10947499999999999
cg15060012,0.12871,0.08749,0.10565
cg15542798,0.005560000000000001,0.01199,0.0057
cg15708153,0.00714,0.00215,0.006125
cg18787401,0.0066,0.028409999999999998,0.021625
cg26309134,0.05331,0.050559999999999994,0.049350000000000005
cg16007456,0.013630000000000001,0.0116,0.015025
cg03131298,0.00698,0.010159999999999999,0.012
cg01450705,0.0072699999999999996,0.011070000000000002,0.014624999999999999
cg16328106,0.01465,0.022379999999999997,0.039175
cg05037927,0.05147,0.058109999999999995,0.052324999999999997
cg19790321,0.06547,0.07687999999999999,0.074675
cg10088041,0.01097,0.03461,0.0212
cg25908973,0.008470000000000002,0.030000000000000006,0.025775
cg00645339,0.00838,0.02366,0.0171
cg06179060,0.01352,0.00519,0.008025000000000001
cg26230285,0.007430000000000001,0.00645,0.0189
cg03419058,0.02035,0.00507,0.0306
cg20124450,0.01035,0.00822,0.016300000000000002
cg16389285,0.01007,0.00511,0.0126
cg22113930,0.019610000000000002,0.01008,0.023775
cg25936054,0.009480000000000002,0.00503,0.0159
cg04704053,0.0069500000000000004,0.022690000000000002,0.027375
cg02510267,0.00626,0.00935,0.0111
cg24463006,0.0052,0.00551,0.00525
cg04422150,0.0059700000000000005,0.0111,0.0139
cg09130077,0.01847,0.03032,0.01615
cg11090364,0.0152,0.01277,0.007425000000000001
cg18479972,0.09282,0.09028,0.08545
cg07544038,0.00793,0.01274,0.008
cg21790626,0.020819999999999998,0.02036,0.028075
cg27049766,0.08984,0.08435,0.093025
cg03897712,0.0103,0.01638,0.007500000000000001
cg19704726,0.0063300000000000006,0.01281,0.009975
cg19818764,0.015950000000000002,0.016939999999999997,0.0131
cg26230285,0.007430000000000001,0.00645,0.0189
cg03419058,0.02035,0.00507,0.0306
cg20124450,0.01035,0.00822,0.016300000000000002
cg16389285,0.01007,0.00511,0.0126
cg22113930,0.019610000000000002,0.01008,0.023775
cg14907769,0.07923999999999999,0.1169,0.11204999999999998
cg10826197,0.01187,0.00545,0.003825
cg11423323,0.00508,0.02064,0.00485
cg15315157,0.12858,0.15414,0.13724999999999998
cg02327501,0.00701,0.00471,0.010700000000000001
cg15480367,0.22319000000000003,0.23058,0.252675
cg25820699,0.029650000000000003,0.01141,0.01345
cg10148473,0.07687999999999999,0.07294,0.087925
cg18448581,0.01737,0.00562,0.017075
cg10924691,0.00865,0.020170000000000004,0.01275
cg07700514,0.00301,0.00526,0.009250000000000001
cg02667667,0.00843,0.00505,0.00865
cg19047292,0.0157,0.0065699999999999995,0.02115
cg00246932,0.014960000000000001,0.01565,0.027525
cg08808128,0.00803,0.00697,0.01235
cg13912117,0.011520000000000002,0.00971,0.03245
cg18845189,0.01255,0.013420000000000001,0.0112
cg13122377,0.07582000000000001,0.06367,0.10519999999999999
cg16635314,0.009250000000000001,0.02368,0.017125
cg12919520,0.021990000000000003,0.00602,0.0211
cg27553667,0.029220000000000003,0.01762,0.0305
cg25467973,0.023979999999999998,0.01249,0.01665
cg07700514,0.00301,0.00526,0.009250000000000001
cg02667667,0.00843,0.00505,0.00865
cg00246932,0.014960000000000001,0.01565,0.027525
cg16400492,0.02202,0.00992,0.023850000000000003
cg23026864,0.06348999999999999,0.029089999999999998,0.050525
cg23953697,0.01551,0.0062900000000000005,0.017625000000000002
cg02004641,0.01412,0.00859,0.012025000000000001
cg02105519,0.010320000000000001,0.00496,0.012075
cg18902090,0.10694999999999999,0.08034,0.101025
cg13463054,0.00522,0.0061,0.015125
cg16966815,0.036860000000000004,0.02942,0.023375
cg13823136,0.03347,0.039560000000000005,0.038650000000000004
cg06201642,0.0667,0.07072,0.070925
cg10088041,0.01097,0.03461,0.0212
cg25908973,0.008470000000000002,0.030000000000000006,0.025775
cg00645339,0.00838,0.02366,0.0171
cg11433319,0.00684,0.00465,0.016725
cg23739994,0.006969999999999999,0.0032199999999999998,0.011349999999999999
cg22638597,0.00489,0.00586,0.007175
cg09891129,0.03875,0.014450000000000001,0.02265
cg09657963,0.00653,0.025509999999999998,0.036425
cg21077559,0.00694,0.00366,0.007825
cg05396987,0.05700000000000001,0.07463,0.0708
cg02527199,0.00588,0.00585,0.00715
cg26246807,0.01481,0.006029999999999999,0.020725
cg26365690,0.02053,0.014169999999999999,0.01895
cg19233753,0.07364,0.08378,0.07122500000000001
cg17256157,0.07747000000000001,0.08258,0.07369999999999999
cg22310279,0.038270000000000005,0.036629999999999996,0.031349999999999996
cg18032190,0.01655,0.01612,0.012175
cg23702615,0.05561,0.05248,0.033525
cg01910869,0.07442000000000001,0.07981,0.08295
cg19916212,0.10211,0.08413999999999999,0.05895
cg17741501,0.006,0.026389999999999997,0.0312
cg10055771,0.01122,0.006239999999999999,0.0112
cg00397324,0.00887,0.00916,0.0056749999999999995
cg15428578,0.006059999999999999,0.005809999999999999,0.0095
cg23727983,0.01229,0.010450000000000001,0.0214
cg04609163,0.02025,0.01542,0.026125
cg01736784,0.02585,0.01968,0.0332
cg03142586,0.02207,0.017750000000000002,0.033975
cg26230285,0.007430000000000001,0.00645,0.0189
cg03419058,0.02035,0.00507,0.0306
cg20124450,0.01035,0.00822,0.016300000000000002
cg16389285,0.01007,0.00511,0.0126
cg22113930,0.019610000000000002,0.01008,0.023775
cg03424342,0.044180000000000004,0.02703,0.035975
cg15109851,0.015710000000000002,0.004209999999999999,0.017625000000000002
cg02712075,0.007180000000000001,0.012309999999999998,0.01385
cg10153335,0.03344,0.02873,0.043375
cg11155697,0.0205,0.0403,0.048525
cg06384413,0.11657999999999999,0.04157999999999999,0.05045000000000001
cg06781712,0.01285,0.00933,0.012750000000000001
cg13604337,0.0093,0.00863,0.010025000000000001
cg06765956,0.007260000000000001,0.01432,0.01
cg17094985,0.005680000000000001,0.01414,0.010450000000000001
cg21176048,0.01866,0.012180000000000002,0.02075
cg05131623,0.10681,0.12726,0.14845
cg05545132,0.01248,0.00984,0.011574999999999998
cg21185289,0.00821,0.007949999999999999,0.0124
cg26021246,0.010669999999999999,0.026509999999999995,0.028974999999999997
cg05401764,0.015210000000000001,0.10351,0.006575
cg17251433,0.02279,0.015599999999999998,0.010750000000000001
cg13409170,0.0061200000000000004,0.0175,0.02065
cg23207710,0.009200000000000002,0.00869,0.016175000000000002
cg15048660,0.01954,0.01618,0.017925
cg17276002,0.011000000000000001,0.05177,0.074225
cg09495418,0.01713,0.0202,0.0228
cg23207710,0.009200000000000002,0.00869,0.016175000000000002
cg15048660,0.01954,0.01618,0.017925
cg01257828,0.08278999999999999,0.0765,0.08865
cg08900371,0.02807,0.07965,0.01465
cg18265162,0.07692000000000002,0.35700000000000004,0.073975
cg18591107,0.030330000000000003,0.01508,0.017425
cg10383447,0.0088,0.0979,0.023725000000000003
cg10624054,0.01012,0.01317,0.009925
cg04855748,0.05529,0.04747,0.039425
cg09675196,0.00558,0.00913,0.015075
cg18383813,0.05503,0.07676000000000001,0.072175
cg20270863,0.03013,0.11256,0.026
cg04282788,0.10698,0.23567999999999997,0.0844
cg25876656,0.09029000000000001,0.24292000000000002,0.073125
cg22298430,0.017720000000000003,0.24056999999999998,0.029124999999999998
cg27230784,0.024880000000000003,0.28226999999999997,0.026525
cg22298430,0.017720000000000003,0.24056999999999998,0.029124999999999998
cg27230784,0.024880000000000003,0.28226999999999997,0.026525
cg08002883,0.00605,0.01319,0.018275
cg21029769,0.03781,0.06829,0.06520000000000001
cg00496004,0.20511000000000001,0.18841999999999998,0.184925
cg18373354,0.014100000000000001,0.02432,0.026975
cg17573813,0.30616,0.25398,0.12475
cg04367486,0.010660000000000001,0.012240000000000001,0.031549999999999995
cg12868173,0.03964,0.16416,0.0371
cg25930673,0.05128,0.06493,0.063425
cg22806341,0.12338000000000002,0.13041,0.1276
cg12093371,0.07322000000000001,0.0493,0.065825
cg20319211,0.09492,0.06828,0.061725
cg08076807,0.01616,0.01431,0.0108
cg16911981,0.01813,0.09019,0.087225
cg23669611,0.03319,0.060289999999999996,0.039975
cg02624855,0.03805000000000001,0.06160999999999999,0.025900000000000003
cg07808231,0.02747,0.08092999999999999,0.014325000000000001
cg18671949,0.03708,0.19849999999999995,0.028975
cg10504751,0.007810000000000001,0.0055,0.007949999999999999
cg01269537,0.01693,0.17396999999999999,0.01395
cg01283201,0.01631,0.11682999999999999,0.01695
cg08161947,0.035679999999999996,0.044910000000000005,0.057199999999999994
cg07545317,0.07307,0.05275,0.041624999999999995
cg15149596,0.04354,0.02281,0.04695
cg14046477,0.04155,0.21946,0.049625
cg05809668,0.05115,0.03127,0.07214999999999999
cg27087956,0.03961,0.17004000000000002,0.0525
cg17061505,0.07115,0.04844,0.058975
cg22831269,0.0764,0.043629999999999995,0.064125
cg20842253,0.04687,0.08587,0.063
cg11222527,0.039900000000000005,0.031540000000000006,0.024274999999999998
cg11401257,0.02651,0.00919,0.01145
cg05869122,0.05868000000000001,0.059609999999999996,0.052375000000000005
cg06550177,0.02918,0.35139,0.0291
cg17352995,0.034519999999999995,0.0375,0.034725
cg12422844,0.04165,0.06273999999999999,0.060975
cg12637869,0.014289999999999999,0.00746,0.0645
cg12120729,0.019530000000000002,0.02614,0.01585
cg20749769,0.01117,0.00913,0.009975
cg01425666,0.02866,0.35752999999999996,0.039650000000000005
cg17170948,0.042510000000000006,0.04907,0.029425
cg26572488,0.018439999999999998,0.020419999999999997,0.018674999999999997
cg04364339,0.00867,0.059179999999999996,0.05197500000000001
cg03458172,0.06743,0.21545,0.05295
cg24681845,0.05386,0.07225,0.043
cg03503516,0.14507,0.33013,0.194375
cg15552843,0.10043,0.23268,0.139275
cg03364108,0.041960000000000004,0.15215,0.079425
cg12492885,0.17691,0.27515,0.19255
cg02469909,0.11089000000000002,0.24144,0.141025
cg12550055,0.2232,0.39139999999999997,0.256325
cg24859937,0.02904,0.22530999999999998,0.032375
cg04458368,0.09823,0.51601,0.11865
cg26663796,0.03125,0.05408999999999999,0.044199999999999996
cg22122410,0.02207,0.29023999999999994,0.026449999999999998
cg19638477,0.07874,0.35373,0.07542499999999999
cg02624855,0.03805000000000001,0.06160999999999999,0.025900000000000003
cg07808231,0.02747,0.08092999999999999,0.014325000000000001
cg02506867,0.03744,0.06547,0.03385
cg00087417,0.03524000000000001,0.07000999999999999,0.03465
cg12215478,0.03926,0.0658,0.033549999999999996
cg00361146,0.03092,0.037619999999999994,0.045524999999999996
cg07990843,0.05167,0.0805,0.06042499999999999
cg09588360,0.060719999999999996,0.11542000000000002,0.063025
cg27539060,0.05510999999999999,0.16686,0.078075
cg16854917,0.041620000000000004,0.1416,0.07035
cg17519645,0.20980000000000001,0.54108,0.278675
cg02376703,0.01411,0.04395999999999999,0.007775000000000001
cg06161630,0.06589,0.08885000000000001,0.053500000000000006
cg27426220,0.06717,0.12007999999999999,0.058775
cg08900101,0.05016999999999999,0.28912000000000004,0.092525
cg24761867,0.03054,0.22143,0.03565
cg01054755,0.03921,0.38194999999999996,0.052375000000000005
cg22773899,0.0994,0.1774,0.065675
cg18470839,0.05627,0.16497,0.04325
cg25247290,0.06132,0.13802,0.125825
cg03669282,0.04624,0.07891999999999999,0.050699999999999995
cg16209795,0.054020000000000006,0.0548,0.059875
cg16366473,0.04639,0.02364,0.028325000000000003
cg26721700,0.021970000000000003,0.036109999999999996,0.038099999999999995
cg09386954,0.00909,0.008620000000000001,0.00455
cg22618240,0.0397,0.04367,0.031549999999999995
cg13044675,0.09696,0.3634199999999999,0.08979999999999999
cg16851771,0.053489999999999996,0.04904,0.06634999999999999
cg26263234,0.046689999999999995,0.16274999999999998,0.048975
cg24087211,0.05583,0.07541999999999999,0.06307499999999999
cg00087417,0.03524000000000001,0.07000999999999999,0.03465
cg12215478,0.03926,0.0658,0.033549999999999996
cg15701237,0.06764,0.1298,0.08222499999999999
cg26824216,0.05575,0.10207,0.059074999999999996
cg19383430,0.03777,0.07605,0.04195
cg13757826,0.03435,0.0194,0.0298
cg08455275,0.04414,0.35207999999999995,0.055600000000000004
cg00133595,0.00799,0.0179,0.0161
cg05310249,0.06128000000000001,0.06516999999999999,0.05865
cg17352995,0.034519999999999995,0.0375,0.034725
cg12422844,0.04165,0.06273999999999999,0.060975
cg00886954,0.04182,0.27758,0.050325
cg08313638,0.01634,0.05314,0.049425
cg18886436,0.046450000000000005,0.20907,0.04995
cg25954914,0.03146,0.046880000000000005,0.038525
cg01465169,0.020970000000000003,0.02295,0.02995
cg19657814,0.016960000000000003,0.13823999999999997,0.02735
cg16718263,0.06117,0.28961,0.0672
cg00978584,0.04032,0.039459999999999995,0.030525
cg27413732,0.07299,0.09465,0.0868
cg26629969,0.07773999999999999,0.08016999999999999,0.06295
cg16674492,0.04496,0.42682,0.06645
cg24685134,0.02853,0.30419999999999997,0.059525
cg04871778,0.06932,0.23494999999999996,0.08562499999999999
cg05261559,0.01626,0.06695,0.0264
cg26475688,0.03944,0.10329999999999999,0.042374999999999996
cg15747933,0.042440000000000005,0.07846,0.0748
cg18418335,0.026119999999999997,0.25257999999999997,0.0218
cg12350325,0.05569,0.20873,0.048375
cg00848945,0.05557,0.13954,0.04275
cg27030141,0.036719999999999996,0.03524,0.029925
cg17299615,0.01497,0.0337,0.00645
cg11171224,0.0076100000000000004,0.0034699999999999996,0.015075
cg16779463,0.03810000000000001,0.03329,0.024125
cg17300544,0.013380000000000001,0.01777,0.00975
cg19554255,0.04744,0.06696,0.0598
cg25789216,0.006010000000000001,0.01707,0.0033
cg15528091,0.00504,0.00133,0.0020499999999999997
cg07721276,0.0075,0.0042899999999999995,0.0071
cg03576234,0.00815,0.00688,0.011099999999999999
cg12182991,0.028900000000000002,0.03913,0.037475
cg03804136,0.01916,0.04793,0.032825
cg15044248,0.025800000000000003,0.02453,0.014875
cg02884239,0.07284,0.07941999999999999,0.070425
cg25730685,0.02878,0.00946,0.01765
cg18058994,0.0037400000000000003,0.00894,0.003325
cg14517217,0.02653,0.02872,0.01685
cg18104645,0.04689,0.07837999999999999,0.047425
cg26687120,0.01233,0.01656,0.00935
cg20275528,0.010960000000000001,0.027030000000000005,0.009850000000000001
cg21929771,0.007679999999999999,0.02145,0.0422
cg03804136,0.01916,0.04793,0.032825
cg15044248,0.025800000000000003,0.02453,0.014875
cg02884239,0.07284,0.07941999999999999,0.070425
cg09184502,0.01601,0.06253,0.027975
cg14980983,0.02475,0.00344,0.020925
cg13845982,0.011260000000000001,0.0087,0.019225
cg20265733,0.0105,0.00955,0.0203
cg12664464,0.027320000000000004,0.00979,0.023375
cg02484469,0.01681,0.009089999999999999,0.025300000000000003
cg01742627,0.019110000000000002,0.017890000000000003,0.029375
cg05127899,0.07418,0.08199000000000001,0.07465
cg20668644,0.006540000000000001,0.0033599999999999997,0.004025
cg00532449,0.02953,0.03694,0.037075
cg27200446,0.01506,0.00914,0.038075
cg08021780,0.04569,0.044079999999999994,0.040275000000000005
cg07844660,0.01065,0.011660000000000002,0.011224999999999999
cg10791911,0.042260000000000006,0.04334,0.043149999999999994
cg01956420,0.02459,0.008139999999999998,0.027225000000000003
cg17541528,0.01444,0.013609999999999999,0.027225
cg15528091,0.00504,0.00133,0.0020499999999999997
cg07721276,0.0075,0.0042899999999999995,0.0071
cg01956420,0.02459,0.008139999999999998,0.027225000000000003
cg17541528,0.01444,0.013609999999999999,0.027225
cg06848185,0.01141,0.026069999999999996,0.021325
cg23183906,0.01675,0.014349999999999998,0.00575
cg15233183,0.04464,0.07441,0.0561
cg14866200,0.009980000000000001,0.00686,0.029399999999999996
cg16862295,0.00827,0.015729999999999997,0.01955
cg21523564,0.02454,0.055110000000000006,0.016775
cg27437806,0.01762,0.01635,0.01175
cg16232979,0.013989999999999999,0.01894,0.0114
cg27317433,0.00955,0.07431,0.0649
cg02966153,0.0221,0.05388999999999999,0.065875
cg04260368,0.07451,0.17147,0.11989999999999999
cg26708100,0.00811,0.07243000000000001,0.009025
cg04473078,0.0117,0.01341,0.011875
cg19872299,0.03146,0.02202,0.021675000000000003
cg12783819,0.0208,0.03405,0.0087
cg01565320,0.01135,0.0058000000000000005,0.029700000000000004
cg14866200,0.009980000000000001,0.00686,0.029399999999999996
cg23684249,0.035590000000000004,0.02721,0.064875
cg14517217,0.02653,0.02872,0.01685
cg18104645,0.04689,0.07837999999999999,0.047425
cg26802289,0.00713,0.014289999999999997,0.01365
